125 3840
0 1 65
0 2 88
0 3 74
0 4 15
0 5 7
0 6 6
0 7 7
0 8 42
0 9 33
0 10 13
0 11 8
0 12 53
0 13 78
0 14 28
0 15 98
0 16 9
0 17 58
0 18 99
0 19 81
0 20 17
0 21 59
0 22 97
0 23 22
0 24 96
0 25 81
0 26 41
0 27 9
0 28 97
0 29 66
0 30 87
1 31 24
1 32 83
1 33 26
1 34 49
1 35 49
1 36 33
1 37 54
1 38 8
1 39 26
1 40 87
1 41 20
1 42 33
1 43 39
1 44 97
1 45 60
1 46 36
1 47 57
1 48 69
1 49 86
1 50 37
1 51 86
1 52 45
1 53 85
1 54 59
1 55 40
1 56 65
1 57 52
1 58 100
1 59 13
1 60 69
1 61 38
2 62 88
2 63 3
2 64 64
2 65 36
2 66 52
2 67 48
2 68 90
2 69 11
2 70 73
2 71 28
2 72 30
2 73 58
2 74 18
2 75 78
2 76 69
2 77 54
2 78 34
2 79 90
2 80 91
2 81 23
2 82 75
2 83 35
2 84 59
2 85 85
2 86 26
2 87 24
2 88 36
2 89 77
2 90 88
2 91 57
2 92 15
3 93 76
3 94 59
3 95 30
3 96 63
3 97 10
3 98 77
3 99 4
3 100 72
3 101 1
3 102 31
3 103 1
3 104 10
3 105 49
3 106 30
3 107 79
3 108 54
3 109 64
3 110 68
3 111 44
3 112 38
3 113 94
3 114 31
3 115 96
3 116 30
3 117 56
3 118 71
3 119 18
3 120 33
3 121 11
3 122 74
3 123 99
4 124 86
4 0 32
4 1 80
4 2 100
4 3 94
4 5 56
4 6 4
4 7 65
4 8 8
4 9 86
4 10 18
4 11 18
4 12 34
4 13 47
4 14 48
4 15 39
4 16 62
4 17 15
4 18 35
4 19 99
4 20 60
4 21 17
4 22 47
4 23 89
4 24 72
4 25 17
4 26 6
4 27 56
4 28 27
4 29 31
5 30 6
5 31 64
5 32 63
5 33 85
5 34 64
5 35 56
5 36 92
5 37 19
5 38 72
5 39 100
5 40 4
5 41 89
5 42 69
5 43 90
5 44 36
5 45 16
5 46 28
5 47 49
5 48 82
5 49 14
5 50 48
5 51 93
5 52 30
5 53 46
5 54 81
5 55 54
5 56 14
5 57 39
5 58 61
5 59 93
5 60 69
6 61 67
6 62 8
6 63 83
6 64 3
6 65 23
6 66 38
6 67 95
6 68 41
6 69 10
6 70 46
6 71 45
6 72 50
6 73 14
6 74 34
6 75 37
6 76 81
6 77 13
6 78 86
6 79 14
6 80 27
6 81 85
6 82 6
6 83 8
6 84 30
6 85 86
6 86 61
6 87 95
6 88 76
6 89 22
6 90 87
6 91 45
7 92 40
7 93 95
7 94 27
7 95 42
7 96 17
7 97 17
7 98 36
7 99 10
7 100 78
7 101 33
7 102 54
7 103 79
7 104 98
7 105 39
7 106 16
7 107 78
7 108 3
7 109 1
7 110 91
7 111 81
7 112 85
7 113 96
7 114 89
7 115 66
7 116 34
7 117 1
7 118 60
7 119 61
7 120 74
7 121 99
7 122 57
8 123 13
8 124 93
8 0 36
8 1 55
8 2 61
8 3 4
8 4 42
8 5 22
8 6 81
8 7 27
8 9 75
8 10 59
8 11 24
8 12 65
8 13 26
8 14 2
8 15 20
8 16 26
8 17 44
8 18 100
8 19 62
8 20 92
8 21 40
8 22 79
8 23 77
8 24 41
8 25 91
8 26 37
8 27 14
8 28 89
9 29 46
9 30 79
9 31 33
9 32 81
9 33 85
9 34 45
9 35 84
9 36 78
9 37 67
9 38 16
9 39 4
9 40 93
9 41 26
9 42 28
9 43 58
9 44 52
9 45 81
9 46 29
9 47 29
9 48 24
9 49 28
9 50 43
9 51 67
9 52 20
9 53 21
9 54 43
9 55 60
9 56 11
9 57 32
9 58 25
9 59 51
10 60 77
10 61 55
10 62 83
10 63 57
10 64 39
10 65 28
10 66 92
10 67 17
10 68 94
10 69 7
10 70 20
10 71 86
10 72 32
10 73 99
10 74 95
10 75 83
10 76 79
10 77 23
10 78 12
10 79 3
10 80 3
10 81 54
10 82 69
10 83 22
10 84 26
10 85 64
10 86 33
10 87 89
10 88 47
10 89 9
10 90 39
11 91 23
11 92 64
11 93 22
11 94 31
11 95 2
11 96 1
11 97 22
11 98 70
11 99 46
11 100 28
11 101 42
11 102 83
11 103 59
11 104 40
11 105 30
11 106 94
11 107 19
11 108 4
11 109 57
11 110 73
11 111 6
11 112 10
11 113 93
11 114 79
11 115 87
11 116 8
11 117 11
11 118 75
11 119 54
11 120 20
11 121 14
12 122 76
12 123 35
12 124 87
12 0 6
12 1 88
12 2 39
12 3 79
12 4 58
12 5 36
12 6 6
12 7 51
12 8 18
12 9 17
12 10 42
12 11 47
12 13 10
12 14 12
12 15 3
12 16 66
12 17 36
12 18 8
12 19 27
12 20 29
12 21 39
12 22 13
12 23 88
12 24 49
12 25 40
12 26 42
12 27 20
13 28 53
13 29 69
13 30 6
13 31 91
13 32 75
13 33 94
13 34 81
13 35 5
13 36 3
13 37 16
13 38 11
13 39 53
13 40 33
13 41 27
13 42 46
13 43 32
13 44 88
13 45 58
13 46 34
13 47 53
13 48 93
13 49 93
13 50 79
13 51 73
13 52 31
13 53 43
13 54 61
13 55 32
13 56 82
13 57 2
13 58 3
14 59 86
14 60 70
14 61 9
14 62 28
14 63 96
14 64 2
14 65 8
14 66 1
14 67 56
14 68 23
14 69 11
14 70 8
14 71 8
14 72 89
14 73 5
14 74 91
14 75 76
14 76 62
14 77 24
14 78 80
14 79 55
14 80 68
14 81 10
14 82 27
14 83 51
14 84 52
14 85 39
14 86 34
14 87 86
14 88 40
14 89 88
15 90 71
15 91 10
15 92 96
15 93 99
15 94 57
15 95 49
15 96 6
15 97 57
15 98 56
15 99 81
15 100 19
15 101 63
15 102 88
15 103 59
15 104 68
15 105 78
15 106 86
15 107 81
15 108 53
15 109 65
