150 16686
0 1 95
0 2 51
0 3 96
0 4 15
0 5 62
0 6 8
0 7 9
0 8 11
0 9 38
0 10 26
0 11 59
0 12 83
0 13 50
0 14 56
0 15 36
0 16 6
0 17 33
0 18 49
0 19 85
0 20 69
0 21 85
0 22 67
0 23 35
0 24 26
0 25 92
0 26 32
0 27 49
0 28 48
0 29 64
0 30 62
0 31 88
0 32 10
0 33 13
0 34 83
0 35 25
0 36 26
0 37 91
0 38 33
0 39 36
0 40 80
0 41 10
0 42 94
0 43 62
0 44 60
0 45 49
0 46 49
0 47 65
0 48 82
0 49 97
0 50 1
0 51 2
0 52 81
0 53 19
0 54 37
0 55 59
0 56 11
0 57 20
0 58 7
0 59 10
0 60 35
0 61 68
0 62 97
0 63 45
0 64 32
0 65 80
0 66 21
0 67 57
0 68 22
0 69 5
0 70 92
0 71 53
0 72 14
0 73 38
0 74 14
0 75 73
0 76 86
0 77 15
0 78 89
0 79 19
0 80 11
0 81 41
0 82 21
0 83 44
0 84 60
0 85 9
0 86 2
0 87 70
0 88 28
0 89 60
0 90 31
0 91 15
0 92 27
0 93 28
0 94 11
0 95 11
0 96 7
0 97 31
0 98 67
0 99 80
0 100 35
0 101 11
0 102 32
0 103 100
0 104 100
0 105 97
0 106 73
0 107 37
0 108 11
0 109 13
0 110 56
0 111 22
1 112 54
1 113 28
1 114 65
1 115 65
1 116 88
1 117 18
1 118 34
1 119 67
1 120 77
1 121 64
1 122 81
1 123 55
1 124 43
1 125 91
1 126 65
1 127 1
1 128 73
1 129 84
1 130 80
1 131 59
1 132 46
1 133 63
1 134 59
1 135 45
1 136 60
1 137 31
1 138 81
1 139 22
1 140 95
1 141 88
1 142 95
1 143 48
1 144 67
1 145 11
1 146 12
1 147 54
1 148 28
1 149 97
1 0 21
1 2 4
1 3 13
1 4 53
1 5 11
1 6 55
1 7 96
1 8 75
1 9 8
1 10 68
1 11 58
1 12 87
1 13 27
1 14 55
1 15 2
1 16 85
1 17 99
1 18 13
1 19 67
1 20 32
1 21 34
1 22 61
1 23 19
1 24 29
1 25 61
1 26 86
1 27 39
1 28 24
1 29 91
