125 11532
0 1 13
0 2 46
0 3 100
0 4 22
0 5 37
0 6 53
0 7 37
0 8 57
0 9 95
0 10 39
0 11 14
0 12 16
0 13 20
0 14 86
0 15 65
0 16 48
0 17 23
0 18 70
0 19 23
0 20 82
0 21 91
0 22 50
0 23 43
0 24 51
0 25 71
0 26 90
0 27 14
0 28 58
0 29 98
0 30 92
0 31 96
0 32 62
0 33 37
0 34 96
0 35 83
0 36 26
0 37 100
0 38 72
0 39 34
0 40 95
0 41 10
0 42 48
0 43 62
0 44 29
0 45 33
0 46 26
0 47 28
0 48 56
0 49 47
0 50 3
0 51 89
0 52 89
0 53 52
0 54 32
0 55 39
0 56 22
0 57 73
0 58 5
0 59 32
0 60 22
0 61 48
0 62 27
0 63 83
0 64 37
0 65 74
0 66 17
0 67 62
0 68 74
0 69 88
0 70 95
0 71 20
0 72 49
0 73 94
0 74 81
0 75 78
0 76 27
0 77 58
0 78 57
0 79 34
0 80 56
0 81 59
0 82 22
0 83 45
0 84 11
0 85 5
0 86 35
0 87 84
0 88 29
0 89 39
0 90 15
0 91 50
0 92 87
1 93 94
1 94 84
1 95 75
1 96 19
1 97 1
1 98 36
1 99 44
1 100 40
1 101 82
1 102 63
1 103 89
1 104 28
1 105 95
1 106 66
1 107 54
1 108 52
1 109 22
1 110 39
1 111 8
1 112 81
1 113 12
1 114 4
1 115 43
1 116 17
1 117 38
1 118 26
1 119 45
1 120 29
1 121 93
1 122 47
1 123 15
1 124 86
1 0 30
1 2 41
1 3 56
1 4 82
1 5 76
1 6 100
1 7 22
1 8 9
1 9 62
1 10 10
1 11 88
1 12 9
1 13 27
1 14 41
1 15 60
1 16 48
1 17 79
1 18 19
1 19 80
1 20 91
1 21 74
1 22 22
1 23 59
1 24 12
1 25 100
1 26 55
1 27 40
1 28 92
1 29 53
1 30 6
1 31 29
1 32 83
1 33 46
1 34 84
1 35 16
1 36 73
1 37 83
1 38 37
1 39 33
1 40 97
1 41 46
1 42 21
1 43 5
1 44 72
1 45 13
1 46 16
1 47 72
1 48 44
1 49 87
1 50 3
1 51 86
1 52 60
1 53 77
1 54 96
1 55 71
1 56 76
1 57 50
1 58 62
1 59 19
1 60 3
2 61 19
2 62 47
2 63 37
2 64 64
2 65 82
2 66 52
2 67 88
2 68 65
2 69 41
2 70 73
2 71 61
2 72 38
2 73 93
2 74 17
2 75 10
2 76 57
2 77 32
2 78 33
2 79 100
2 80 18
2 81 35
2 82 85
2 83 78
2 84 11
2 85 80
2 86 100
2 87 38
2 88 82
2 89 14
2 90 56
2 91 36
2 92 32
2 93 54
2 94 24
2 95 48
2 96 36
2 97 27
2 98 87
2 99 100
2 100 67
2 101 59
2 102 12
2 103 5
2 104 51
2 105 28
2 106 66
2 107 60
2 108 59
2 109 98
2 110 59
2 111 29
2 112 84
2 113 96
2 114 58
2 115 47
2 116 27
2 117 57
2 118 84
2 119 8
2 120 22
2 121 92
2 122 95
2 123 54
2 124 45
2 0 18
2 1 53
2 3 80
2 4 45
2 5 39
2 6 79
2 7 11
2 8 98
2 9 42
2 10 67
2 11 100
2 12 69
2 13 32
2 14 59
2 15 80
2 16 81
2 17 70
2 18 60
2 19 17
2 20 65
2 21 17
2 22 63
2 23 91
2 24 25
2 25 98
2 26 51
2 27 47
2 28 89
3 29 45
3 30 100
3 31 34
3 32 15
3 33 4
3 34 13
3 35 59
3 36 42
3 37 44
3 38 21
3 39 91
3 40 85
3 41 88
3 42 91
3 43 6
3 44 71
3 45 1
3 46 85
3 47 52
3 48 70
3 49 96
3 50 68
3 51 86
3 52 12
3 53 82
3 54 29
3 55 36
3 56 79
3 57 79
3 58 82
3 59 20
3 60 75
3 61 33
3 62 53
3 63 41
3 64 36
3 65 17
3 66 99
3 67 30
3 68 12
3 69 20
3 70 20
3 71 97
3 72 59
3 73 62
3 74 2
3 75 29
3 76 15
3 77 38
3 78 32
3 79 84
3 80 33
3 81 51
3 82 22
3 83 96
3 84 32
3 85 50
3 86 31
3 87 63
3 88 80
3 89 65
3 90 82
3 91 6
3 92 97
3 93 86
3 94 47
3 95 85
3 96 2
3 97 45
3 98 14
3 99 14
3 100 16
3 101 85
3 102 62
3 103 26
3 104 47
3 105 15
3 106 55
3 107 61
3 108 4
3 109 38
3 110 96
3 111 88
3 112 89
3 113 69
3 114 83
3 115 20
3 116 18
3 117 13
3 118 34
3 119 49
3 120 77
3 121 15
4 122 55
4 123 26
4 124 100
4 0 1
4 1 10
4 2 54
4 3 97
4 5 23
4 6 67
4 7 65
4 8 7
4 9 80
4 10 90
4 11 5
4 12 94
4 13 96
4 14 17
4 15 97
4 16 34
4 17 13
4 18 84
4 19 74
4 20 81
4 21 66
4 22 45
4 23 51
4 24 30
4 25 79
4 26 99
4 27 59
4 28 93
4 29 53
4 30 36
4 31 45
4 32 5
4 33 45
4 34 98
4 35 2
4 36 19
4 37 16
4 38 18
4 39 77
4 40 47
4 41 7
4 42 82
4 43 40
4 44 55
4 45 98
4 46 88
4 47 40
4 48 62
4 49 23
4 50 13
4 51 95
4 52 40
4 53 57
4 54 45
4 55 69
4 56 35
4 57 95
4 58 79
4 59 80
4 60 48
4 61 14
4 62 76
4 63 4
4 64 10
4 65 25
4 66 57
4 67 28
4 68 92
4 69 74
4 70 5
4 71 38
4 72 81
4 73 38
4 74 29
4 75 87
4 76 87
4 77 16
4 78 26
4 79 49
4 80 38
4 81 38
4 82 95
4 83 29
4 84 46
4 85 91
4 86 49
4 87 81
4 88 85
4 89 28
