50 2450
0 1 58
0 2 26
0 3 98
0 4 61
0 5 7
0 6 68
0 7 82
0 8 57
0 9 51
0 10 11
0 11 80
0 12 23
0 13 9
0 14 38
0 15 16
0 16 21
0 17 75
0 18 99
0 19 92
0 20 51
0 21 63
0 22 41
0 23 21
0 24 17
0 25 87
0 26 49
0 27 58
0 28 62
0 29 9
0 30 82
0 31 43
0 32 18
0 33 7
0 34 41
0 35 78
0 36 65
0 37 8
0 38 59
0 39 21
0 40 10
0 41 21
0 42 53
0 43 84
0 44 29
0 45 90
0 46 100
0 47 1
0 48 16
0 49 50
1 0 44
1 2 18
1 3 12
1 4 84
1 5 39
1 6 28
1 7 23
1 8 87
1 9 37
1 10 84
1 11 47
1 12 70
1 13 26
1 14 64
1 15 76
1 16 66
1 17 93
1 18 92
1 19 25
1 20 3
1 21 65
1 22 34
1 23 23
1 24 17
1 25 18
1 26 52
1 27 58
1 28 69
1 29 4
1 30 73
1 31 18
1 32 48
1 33 43
1 34 29
1 35 31
1 36 81
1 37 9
1 38 53
1 39 19
1 40 97
1 41 88
1 42 17
1 43 67
1 44 14
1 45 80
1 46 94
1 47 79
1 48 24
1 49 86
2 0 4
2 1 26
2 3 2
2 4 89
2 5 48
2 6 18
2 7 6
2 8 51
2 9 27
2 10 74
2 11 7
2 12 51
2 13 43
2 14 54
2 15 93
2 16 24
2 17 36
2 18 25
2 19 84
2 20 41
2 21 43
2 22 80
2 23 28
2 24 11
2 25 98
2 26 93
2 27 42
2 28 92
2 29 72
2 30 65
2 31 29
2 32 27
2 33 42
2 34 30
2 35 15
2 36 90
2 37 99
2 38 73
2 39 92
2 40 25
2 41 98
2 42 50
2 43 75
2 44 41
2 45 3
2 46 68
2 47 16
2 48 91
2 49 44
3 0 99
3 1 83
3 2 87
3 4 78
3 5 10
3 6 49
3 7 76
3 8 3
3 9 91
3 10 19
3 11 26
3 12 55
3 13 99
3 14 4
3 15 97
3 16 28
3 17 70
3 18 38
3 19 78
3 20 42
3 21 81
3 22 2
3 23 92
3 24 31
3 25 28
3 26 84
3 27 85
3 28 47
3 29 99
3 30 75
3 31 91
3 32 97
3 33 57
3 34 29
3 35 26
3 36 19
3 37 77
3 38 53
3 39 73
3 40 67
3 41 71
3 42 50
3 43 74
3 44 21
3 45 53
3 46 22
3 47 48
3 48 22
3 49 59
4 0 25
4 1 16
4 2 91
4 3 78
4 5 7
4 6 73
4 7 6
4 8 42
4 9 58
4 10 4
4 11 40
4 12 84
4 13 94
4 14 88
4 15 93
4 16 22
4 17 13
4 18 11
4 19 51
4 20 66
4 21 35
4 22 17
4 23 88
4 24 84
4 25 42
4 26 9
4 27 88
4 28 63
4 29 8
4 30 9
4 31 73
4 32 85
4 33 76
4 34 64
4 35 62
4 36 34
4 37 36
4 38 19
4 39 75
4 40 45
4 41 23
4 42 66
4 43 81
4 44 68
4 45 53
4 46 73
4 47 90
4 48 66
4 49 35
5 0 92
5 1 83
5 2 69
5 3 8
5 4 70
5 6 4
5 7 50
5 8 78
5 9 91
5 10 64
5 11 38
5 12 51
5 13 37
5 14 22
5 15 27
5 16 100
5 17 83
5 18 12
5 19 87
5 20 54
5 21 39
5 22 84
5 23 76
5 24 4
5 25 64
5 26 43
5 27 57
5 28 36
5 29 84
5 30 74
5 31 22
5 32 75
5 33 56
5 34 42
5 35 35
5 36 25
5 37 45
5 38 36
5 39 55
5 40 35
5 41 99
5 42 92
5 43 37
5 44 35
5 45 65
5 46 63
5 47 86
5 48 47
5 49 27
6 0 25
6 1 100
6 2 65
6 3 8
6 4 27
6 5 68
6 7 71
6 8 22
6 9 76
6 10 58
6 11 5
6 12 49
6 13 79
6 14 32
6 15 4
6 16 20
6 17 66
6 18 81
6 19 16
6 20 1
6 21 87
6 22 50
6 23 51
6 24 30
6 25 38
6 26 38
6 27 94
6 28 1
6 29 23
6 30 92
6 31 79
6 32 47
6 33 44
6 34 43
6 35 6
6 36 70
6 37 62
6 38 28
6 39 91
6 40 90
6 41 37
6 42 48
6 43 38
6 44 67
6 45 79
6 46 94
6 47 86
6 48 44
6 49 26
7 0 53
7 1 96
7 2 12
7 3 54
7 4 46
7 5 93
7 6 92
7 8 83
7 9 86
7 10 92
7 11 58
7 12 77
7 13 22
7 14 56
7 15 72
7 16 64
7 17 14
7 18 42
7 19 77
7 20 41
7 21 84
7 22 66
7 23 78
7 24 31
7 25 56
7 26 44
7 27 9
7 28 49
7 29 82
7 30 4
7 31 74
7 32 34
7 33 99
7 34 37
7 35 88
7 36 97
7 37 29
7 38 79
7 39 31
7 40 66
7 41 22
7 42 40
7 43 42
7 44 43
7 45 96
7 46 14
7 47 58
7 48 61
7 49 7
8 0 86
8 1 1
8 2 90
8 3 52
8 4 30
8 5 73
8 6 7
8 7 26
8 9 81
8 10 7
8 11 59
8 12 85
8 13 80
8 14 44
8 15 35
8 16 68
8 17 31
8 18 83
8 19 96
8 20 61
8 21 14
8 22 61
8 23 34
8 24 53
8 25 54
8 26 28
8 27 100
8 28 19
8 29 37
8 30 60
8 31 77
8 32 23
8 33 13
8 34 19
8 35 74
8 36 94
8 37 91
8 38 32
8 39 19
8 40 23
8 41 38
8 42 77
8 43 59
8 44 69
8 45 73
8 46 46
8 47 36
8 48 55
8 49 28
9 0 83
9 1 16
9 2 93
9 3 95
9 4 1
9 5 46
9 6 100
9 7 81
9 8 97
9 10 71
9 11 17
9 12 9
9 13 47
9 14 39
9 15 21
9 16 17
9 17 64
9 18 14
9 19 7
9 20 47
9 21 85
9 22 82
9 23 84
9 24 13
9 25 40
9 26 4
9 27 85
9 28 85
9 29 91
9 30 40
9 31 65
9 32 25
9 33 7
9 34 57
9 35 71
9 36 59
9 37 54
9 38 71
9 39 39
9 40 51
9 41 93
9 42 56
9 43 11
9 44 39
9 45 46
9 46 31
9 47 8
9 48 62
9 49 96
10 0 66
10 1 8
10 2 32
10 3 47
10 4 44
10 5 97
10 6 39
10 7 99
10 8 81
10 9 23
10 11 90
10 12 72
10 13 87
10 14 14
10 15 30
10 16 44
10 17 85
10 18 89
10 19 97
10 20 7
10 21 79
10 22 99
10 23 99
10 24 34
10 25 9
10 26 89
10 27 32
10 28 91
10 29 96
10 30 93
10 31 39
10 32 62
10 33 100
10 34 22
10 35 60
10 36 95
10 37 18
10 38 98
10 39 94
10 40 51
10 41 73
10 42 35
10 43 74
10 44 11
10 45 48
10 46 4
10 47 6
10 48 84
10 49 44
11 0 55
11 1 42
11 2 22
11 3 53
11 4 92
11 5 8
11 6 14
11 7 81
11 8 39
11 9 56
11 10 28
11 12 31
11 13 94
11 14 41
11 15 82
11 16 16
11 17 1
11 18 29
11 19 85
11 20 50
11 21 22
11 22 35
11 23 22
11 24 56
11 25 9
11 26 33
11 27 55
11 28 64
11 29 38
11 30 91
11 31 7
11 32 92
11 33 84
11 34 80
11 35 97
11 36 76
11 37 87
11 38 10
11 39 56
11 40 25
11 41 65
11 42 35
11 43 7
11 44 11
11 45 76
11 46 41
11 47 78
11 48 28
11 49 69
12 0 62
12 1 77
12 2 42
12 3 97
12 4 51
12 5 49
12 6 57
12 7 83
12 8 55
12 9 20
12 10 72
