150 5508
0 1 71
0 2 51
0 3 79
0 4 45
0 5 33
0 6 35
0 7 15
0 8 68
0 9 41
0 10 23
0 11 47
0 12 56
0 13 13
0 14 26
0 15 55
0 16 86
0 17 97
0 18 40
0 19 39
0 20 88
0 21 48
0 22 77
0 23 83
0 24 46
0 25 93
0 26 82
0 27 89
0 28 74
0 29 27
0 30 67
0 31 22
0 32 98
0 33 17
0 34 100
0 35 94
0 36 1
1 37 87
1 38 60
1 39 69
1 40 27
1 41 82
1 42 67
1 43 34
1 44 46
1 45 92
1 46 88
1 47 84
1 48 89
1 49 28
1 50 74
1 51 76
1 52 75
1 53 2
1 54 58
1 55 72
1 56 46
1 57 91
1 58 60
1 59 20
1 60 18
1 61 78
1 62 93
1 63 67
1 64 47
1 65 45
1 66 12
1 67 47
1 68 31
1 69 71
1 70 67
1 71 9
1 72 5
1 73 33
2 74 42
2 75 2
2 76 25
2 77 29
2 78 85
2 79 13
2 80 56
2 81 58
2 82 40
2 83 82
2 84 11
2 85 49
2 86 5
2 87 57
2 88 39
2 89 17
2 90 28
2 91 8
2 92 94
2 93 20
2 94 74
2 95 40
2 96 64
2 97 37
2 98 39
2 99 46
2 100 8
2 101 5
2 102 54
2 103 64
2 104 38
2 105 95
2 106 65
2 107 14
2 108 24
2 109 2
2 110 26
3 111 31
3 112 11
3 113 17
3 114 65
3 115 22
3 116 65
3 117 69
3 118 78
3 119 3
3 120 85
3 121 5
3 122 11
3 123 31
3 124 76
3 125 36
3 126 22
3 127 92
3 128 73
3 129 60
3 130 37
3 131 32
3 132 65
3 133 43
3 134 95
3 135 54
3 136 37
3 137 11
3 138 67
3 139 12
3 140 12
3 141 44
3 142 95
3 143 23
3 144 60
3 145 59
3 146 96
3 147 76
4 148 27
4 149 73
4 0 78
4 1 64
4 2 29
4 3 40
4 5 94
4 6 56
4 7 76
4 8 15
4 9 47
4 10 100
4 11 27
4 12 36
4 13 31
4 14 43
4 15 78
4 16 77
4 17 96
4 18 14
4 19 87
4 20 14
4 21 78
4 22 51
4 23 9
4 24 72
4 25 73
4 26 20
4 27 30
4 28 68
4 29 95
4 30 8
4 31 92
4 32 24
4 33 71
4 34 72
5 35 64
5 36 16
5 37 27
5 38 39
5 39 83
5 40 74
5 41 90
5 42 9
5 43 9
5 44 20
5 45 51
5 46 86
5 47 48
5 48 98
5 49 51
5 50 34
5 51 63
5 52 28
5 53 84
5 54 71
5 55 99
5 56 8
5 57 90
5 58 28
5 59 27
5 60 36
5 61 88
5 62 18
5 63 59
5 64 10
5 65 89
5 66 74
5 67 78
5 68 16
5 69 12
5 70 60
5 71 41
6 72 53
6 73 20
6 74 49
6 75 72
6 76 22
6 77 86
6 78 71
6 79 19
6 80 36
6 81 5
6 82 81
6 83 64
6 84 40
6 85 3
6 86 62
6 87 100
6 88 44
6 89 42
6 90 26
6 91 31
6 92 81
6 93 96
6 94 89
6 95 90
6 96 36
6 97 63
6 98 67
6 99 3
6 100 26
6 101 78
6 102 43
6 103 79
6 104 97
6 105 43
6 106 2
6 107 70
6 108 80
7 109 73
7 110 88
7 111 16
7 112 29
7 113 20
7 114 31
7 115 20
7 116 74
7 117 44
7 118 19
7 119 17
7 120 85
7 121 97
7 122 47
7 123 17
7 124 44
7 125 88
7 126 59
7 127 79
7 128 2
7 129 77
7 130 34
7 131 27
7 132 55
7 133 28
7 134 57
7 135 3
7 136 23
7 137 11
7 138 73
7 139 2
7 140 35
7 141 12
7 142 17
7 143 63
7 144 32
7 145 47
8 146 82
8 147 57
8 148 91
8 149 53
8 0 74
8 1 27
8 2 49
8 3 72
8 4 96
8 5 92
8 6 59
8 7 54
8 9 22
8 10 12
8 11 30
8 12 55
8 13 91
8 14 84
8 15 35
8 16 47
8 17 39
8 18 57
8 19 9
8 20 11
8 21 58
8 22 43
8 23 74
8 24 27
8 25 5
8 26 57
8 27 25
8 28 39
8 29 14
8 30 67
8 31 43
8 32 87
9 33 94
9 34 91
9 35 10
9 36 41
9 37 34
9 38 21
9 39 94
9 40 55
9 41 32
9 42 23
9 43 62
9 44 22
9 45 59
9 46 48
9 47 69
9 48 97
9 49 4
9 50 29
9 51 59
9 52 13
9 53 72
9 54 84
9 55 39
9 56 28
9 57 41
9 58 64
9 59 18
9 60 54
9 61 30
9 62 60
9 63 92
9 64 75
9 65 50
9 66 1
9 67 15
9 68 35
9 69 21
10 70 8
10 71 42
10 72 5
10 73 83
10 74 55
10 75 26
10 76 93
10 77 2
10 78 46
10 79 41
10 80 5
10 81 75
10 82 99
10 83 17
10 84 46
10 85 34
10 86 56
10 87 25
10 88 74
10 89 71
10 90 43
10 91 27
10 92 100
10 93 2
10 94 70
10 95 27
10 96 4
10 97 23
10 98 41
10 99 38
10 100 95
10 101 1
10 102 79
10 103 99
10 104 83
10 105 33
10 106 25
11 107 75
11 108 34
11 109 70
11 110 15
11 111 90
11 112 44
11 113 65
11 114 59
11 115 41
11 116 98
11 117 66
11 118 66
11 119 24
11 120 36
11 121 8
11 122 2
11 123 87
11 124 61
11 125 72
11 126 13
11 127 64
11 128 46
11 129 54
11 130 54
11 131 40
11 132 6
11 133 32
11 134 39
11 135 40
11 136 17
11 137 63
11 138 66
11 139 2
11 140 84
11 141 80
11 142 92
11 143 80
12 144 96
12 145 2
12 146 20
12 147 45
12 148 67
12 149 37
12 0 20
12 1 2
12 2 96
12 3 22
12 4 88
12 5 57
12 6 45
12 7 1
12 8 72
12 9 90
12 10 6
12 11 25
12 13 29
12 14 11
12 15 57
12 16 19
12 17 2
12 18 25
12 19 81
12 20 67
12 21 26
12 22 17
12 23 46
12 24 69
12 25 96
12 26 93
12 27 70
12 28 15
12 29 89
12 30 36
13 31 52
13 32 9
13 33 89
13 34 47
13 35 82
13 36 77
13 37 55
13 38 26
13 39 29
13 40 27
13 41 67
13 42 86
13 43 51
13 44 95
13 45 48
13 46 59
13 47 14
13 48 49
13 49 83
13 50 46
13 51 15
13 52 9
13 53 62
13 54 12
13 55 29
13 56 57
13 57 56
13 58 51
13 59 24
13 60 96
13 61 38
13 62 27
13 63 4
13 64 27
13 65 25
13 66 37
13 67 55
14 68 80
14 69 14
14 70 35
14 71 58
14 72 80
14 73 20
14 74 8
14 75 75
14 76 19
14 77 67
14 78 40
14 79 67
14 80 1
14 81 37
14 82 33
14 83 61
14 84 99
14 85 44
14 86 90
14 87 7
14 88 51
14 89 92
14 90 82
14 91 46
14 92 29
14 93 8
14 94 2
14 95 55
14 96 85
14 97 38
14 98 9
14 99 16
14 100 52
14 101 95
14 102 73
14 103 31
14 104 14
15 105 32
15 106 57
15 107 84
15 108 50
15 109 96
15 110 2
15 111 51
15 112 33
15 113 34
15 114 63
