125 7688
0 1 82
0 2 31
0 3 18
0 4 71
0 5 89
0 6 41
0 7 99
0 8 45
0 9 60
0 10 59
0 11 44
0 12 50
0 13 100
0 14 31
0 15 19
0 16 39
0 17 16
0 18 15
0 19 97
0 20 13
0 21 10
0 22 8
0 23 98
0 24 70
0 25 98
0 26 47
0 27 84
0 28 75
0 29 10
0 30 99
0 31 57
0 32 43
0 33 29
0 34 75
0 35 66
0 36 69
0 37 67
0 38 64
0 39 13
0 40 26
0 41 22
0 42 9
0 43 27
0 44 73
0 45 39
0 46 45
0 47 11
0 48 7
0 49 59
0 50 7
0 51 19
0 52 20
0 53 66
0 54 17
0 55 42
0 56 64
0 57 63
0 58 25
0 59 38
0 60 24
0 61 75
1 62 46
1 63 18
1 64 4
1 65 20
1 66 83
1 67 24
1 68 38
1 69 46
1 70 37
1 71 16
1 72 19
1 73 97
1 74 42
1 75 91
1 76 35
1 77 87
1 78 53
1 79 41
1 80 45
1 81 11
1 82 60
1 83 17
1 84 77
1 85 28
1 86 58
1 87 40
1 88 42
1 89 34
1 90 29
1 91 17
1 92 8
1 93 74
1 94 34
1 95 63
1 96 46
1 97 69
1 98 87
1 99 83
1 100 66
1 101 75
1 102 98
1 103 37
1 104 71
1 105 40
1 106 79
1 107 57
1 108 78
1 109 32
1 110 98
1 111 74
1 112 42
1 113 9
1 114 90
1 115 18
1 116 36
1 117 99
1 118 9
1 119 29
1 120 32
1 121 89
1 122 45
1 123 92
2 124 15
2 0 78
2 1 54
2 3 60
2 4 98
2 5 92
2 6 94
2 7 64
2 8 18
2 9 44
2 10 100
2 11 88
2 12 35
2 13 78
2 14 97
2 15 12
2 16 61
2 17 94
2 18 85
2 19 3
2 20 54
2 21 27
2 22 72
2 23 41
2 24 25
2 25 33
2 26 69
2 27 9
2 28 21
2 29 13
2 30 100
2 31 87
2 32 42
2 33 5
2 34 98
2 35 40
2 36 49
2 37 44
2 38 3
2 39 66
2 40 87
2 41 54
2 42 6
2 43 21
2 44 83
2 45 2
2 46 32
2 47 44
2 48 95
2 49 68
2 50 98
2 51 100
2 52 94
2 53 69
2 54 40
2 55 71
2 56 53
2 57 8
2 58 79
2 59 26
2 60 20
3 61 78
3 62 12
3 63 13
3 64 34
3 65 62
3 66 52
3 67 82
3 68 5
3 69 6
3 70 48
3 71 91
