100 7424
0 1 23
0 2 11
0 3 67
0 4 14
0 5 72
0 6 32
0 7 52
0 8 21
0 9 38
0 10 7
0 11 60
0 12 80
0 13 45
0 14 37
0 15 99
0 16 27
0 17 68
0 18 68
0 19 61
0 20 74
0 21 87
0 22 44
0 23 24
0 24 43
0 25 26
0 26 72
0 27 46
0 28 24
0 29 29
0 30 65
0 31 18
0 32 51
0 33 27
0 34 84
0 35 16
0 36 98
0 37 68
0 38 68
0 39 70
0 40 5
0 41 26
0 42 30
0 43 84
0 44 70
0 45 18
0 46 34
0 47 48
0 48 38
0 49 1
0 50 60
0 51 11
0 52 88
0 53 3
0 54 86
0 55 30
0 56 28
0 57 57
0 58 27
0 59 3
0 60 38
0 61 91
0 62 21
0 63 88
0 64 18
0 65 4
0 66 56
0 67 67
0 68 71
0 69 75
0 70 37
0 71 75
0 72 100
0 73 18
0 74 10
1 75 21
1 76 35
1 77 43
1 78 21
1 79 72
1 80 96
1 81 80
1 82 34
1 83 83
1 84 83
1 85 19
1 86 64
1 87 62
1 88 28
1 89 90
1 90 65
1 91 65
1 92 33
1 93 85
1 94 4
1 95 2
1 96 40
1 97 59
1 98 20
1 99 11
1 0 85
1 2 56
1 3 37
1 4 84
1 5 25
1 6 99
1 7 57
1 8 12
1 9 41
1 10 77
1 11 83
1 12 88
1 13 56
1 14 69
1 15 70
1 16 38
1 17 39
1 18 85
1 19 52
1 20 66
1 21 27
1 22 16
1 23 30
1 24 59
1 25 52
1 26 34
1 27 12
1 28 43
1 29 44
1 30 31
1 31 5
1 32 29
1 33 39
1 34 42
1 35 64
1 36 15
1 37 40
1 38 20
1 39 26
1 40 32
1 41 96
1 42 61
1 43 20
1 44 4
1 45 29
1 46 41
1 47 93
1 48 67
1 49 26
2 50 44
2 51 85
2 52 52
2 53 11
2 54 14
2 55 62
2 56 14
2 57 99
2 58 25
2 59 57
2 60 95
2 61 7
2 62 61
2 63 75
2 64 45
2 65 2
2 66 38
2 67 60
2 68 93
2 69 10
2 70 37
2 71 77
2 72 57
2 73 97
2 74 48
2 75 60
2 76 25
2 77 88
2 78 5
2 79 44
2 80 65
2 81 48
2 82 28
2 83 68
2 84 11
2 85 93
2 86 81
2 87 24
2 88 44
2 89 5
2 90 80
2 91 38
2 92 12
2 93 41
2 94 64
2 95 8
2 96 94
2 97 1
2 98 19
2 99 39
2 0 62
2 1 56
2 3 15
2 4 71
2 5 52
2 6 62
2 7 30
2 8 29
2 9 1
2 10 86
2 11 72
2 12 18
2 13 34
2 14 51
2 15 85
2 16 44
2 17 43
2 18 18
2 19 67
2 20 38
2 21 74
2 22 99
2 23 75
2 24 37
3 25 39
3 26 38
3 27 45
3 28 84
3 29 91
3 30 15
3 31 22
3 32 4
3 33 70
3 34 36
3 35 74
3 36 74
3 37 49
3 38 56
3 39 54
3 40 2
3 41 41
3 42 77
3 43 71
3 44 74
3 45 27
3 46 55
3 47 69
3 48 21
3 49 24
3 50 88
3 51 59
3 52 98
3 53 86
3 54 85
3 55 34
3 56 76
3 57 75
3 58 30
3 59 59
3 60 65
3 61 45
3 62 81
3 63 20
3 64 66
3 65 68
3 66 94
3 67 39
3 68 17
