100 4950
0 1 87
0 2 35
0 3 31
0 4 57
0 5 71
0 6 40
0 7 52
0 8 76
0 9 6
0 10 3
0 11 33
0 12 31
0 13 75
0 14 77
0 15 34
0 16 37
0 17 35
0 18 90
0 19 4
0 20 6
0 21 87
0 22 55
0 23 61
0 24 53
0 25 89
0 26 13
0 27 37
0 28 15
0 29 96
0 30 39
0 31 20
0 32 82
0 33 25
0 34 2
0 35 90
0 36 47
0 37 41
0 38 93
0 39 23
0 40 98
0 41 47
0 42 7
0 43 29
0 44 21
0 45 84
0 46 14
0 47 58
0 48 70
0 49 55
1 50 61
1 51 75
1 52 41
1 53 15
1 54 88
1 55 93
1 56 55
1 57 52
1 58 30
1 59 69
1 60 48
1 61 20
1 62 89
1 63 81
1 64 44
1 65 90
1 66 23
1 67 90
1 68 83
1 69 15
1 70 12
1 71 80
1 72 62
1 73 71
1 74 8
1 75 34
1 76 54
1 77 21
1 78 43
1 79 75
1 80 28
1 81 56
1 82 1
1 83 68
1 84 70
1 85 88
1 86 61
1 87 77
1 88 40
1 89 42
1 90 97
1 91 87
1 92 61
1 93 85
1 94 19
1 95 56
1 96 27
1 97 41
1 98 45
1 99 9
2 0 56
2 1 9
2 3 88
2 4 69
2 5 79
2 6 48
2 7 2
2 8 84
2 9 20
2 10 97
2 11 58
2 12 47
2 13 52
2 14 10
2 15 15
2 16 21
2 17 98
2 18 27
2 19 49
2 20 89
2 21 68
2 22 46
2 23 27
2 24 80
2 25 82
2 26 45
2 27 35
2 28 8
2 29 86
2 30 31
2 31 16
2 32 93
2 33 91
2 34 4
2 35 13
2 36 21
2 37 51
2 38 66
2 39 4
2 40 70
2 41 62
2 42 13
2 43 69
2 44 13
2 45 75
2 46 83
2 47 86
2 48 72
2 49 61
3 50 34
3 51 60
3 52 80
3 53 79
3 54 86
3 55 59
3 56 61
3 57 82
3 58 45
3 59 20
3 60 67
3 61 27
3 62 36
3 63 11
3 64 18
3 65 91
3 66 23
3 67 38
3 68 93
3 69 89
3 70 94
3 71 14
3 72 50
3 73 58
3 74 82
3 75 15
3 76 32
3 77 16
3 78 100
3 79 55
3 80 76
3 81 33
3 82 14
3 83 55
3 84 64
3 85 51
3 86 65
3 87 76
3 88 33
3 89 9
3 90 95
3 91 51
3 92 88
3 93 82
3 94 14
3 95 5
3 96 72
3 97 88
3 98 94
3 99 16
4 0 28
4 1 39
4 2 30
4 3 30
4 5 97
4 6 11
4 7 44
4 8 80
4 9 79
4 10 43
4 11 35
4 12 54
4 13 27
4 14 100
4 15 9
4 16 90
4 17 3
4 18 73
4 19 17
4 20 87
4 21 34
4 22 64
4 23 89
4 24 21
4 25 45
4 26 2
4 27 77
4 28 69
4 29 90
4 30 22
4 31 84
4 32 69
4 33 61
4 34 65
4 35 98
4 36 9
4 37 28
4 38 41
4 39 88
4 40 6
4 41 83
4 42 74
4 43 11
4 44 10
4 45 26
4 46 19
4 47 51
4 48 28
4 49 44
5 50 68
5 51 14
5 52 29
5 53 31
5 54 2
5 55 1
5 56 27
5 57 56
5 58 77
5 59 47
5 60 97
5 61 98
5 62 83
5 63 65
5 64 10
5 65 47
5 66 63
5 67 18
5 68 26
5 69 55
5 70 58
5 71 31
5 72 38
5 73 83
5 74 94
5 75 99
5 76 8
5 77 12
5 78 49
5 79 87
5 80 7
5 81 68
5 82 52
5 83 87
5 84 50
5 85 54
5 86 87
5 87 77
5 88 61
5 89 15
5 90 23
5 91 57
5 92 65
5 93 57
5 94 73
5 95 26
5 96 4
5 97 35
5 98 96
5 99 81
6 0 90
6 1 53
6 2 64
6 3 79
6 4 87
6 5 57
6 7 29
6 8 47
6 9 20
6 10 77
6 11 33
6 12 79
6 13 97
6 14 85
6 15 65
6 16 46
6 17 90
6 18 4
6 19 74
6 20 2
6 21 18
6 22 49
6 23 58
6 24 34
6 25 5
6 26 30
6 27 60
6 28 60
6 29 17
6 30 55
6 31 41
6 32 58
6 33 59
6 34 4
6 35 88
6 36 45
6 37 60
6 38 16
6 39 43
6 40 79
6 41 44
6 42 76
6 43 57
6 44 40
6 45 12
6 46 74
6 47 38
6 48 53
6 49 77
7 50 11
7 51 54
7 52 46
7 53 11
7 54 11
7 55 80
7 56 16
7 57 92
7 58 91
7 59 27
7 60 60
7 61 45
7 62 67
7 63 17
7 64 3
7 65 22
7 66 4
7 67 99
7 68 33
7 69 19
7 70 42
7 71 64
7 72 63
7 73 69
7 74 72
7 75 54
7 76 32
7 77 45
7 78 43
7 79 84
7 80 73
7 81 6
7 82 37
7 83 19
7 84 16
7 85 99
7 86 50
7 87 83
7 88 90
7 89 40
7 90 10
7 91 50
7 92 36
7 93 28
7 94 18
7 95 38
7 96 50
7 97 22
7 98 88
7 99 34
8 0 92
8 1 81
8 2 97
8 3 6
8 4 49
8 5 69
8 6 12
8 7 80
8 9 13
8 10 54
8 11 15
8 12 38
8 13 59
8 14 51
8 15 56
8 16 27
8 17 49
8 18 57
8 19 9
8 20 91
8 21 96
8 22 70
8 23 92
8 24 31
8 25 98
8 26 9
8 27 20
8 28 99
8 29 82
8 30 59
8 31 32
8 32 26
8 33 40
8 34 81
8 35 31
8 36 40
8 37 49
8 38 94
8 39 72
8 40 13
8 41 48
8 42 86
8 43 50
8 44 58
8 45 37
8 46 57
8 47 84
8 48 37
8 49 13
9 50 45
9 51 27
9 52 8
9 53 14
9 54 18
