150 22350
0 1 5
0 2 55
0 3 31
0 4 57
0 5 72
0 6 13
0 7 53
0 8 58
0 9 85
0 10 20
0 11 85
0 12 12
0 13 40
0 14 42
0 15 45
0 16 50
0 17 8
0 18 6
0 19 47
0 20 12
0 21 1
0 22 68
0 23 32
0 24 44
0 25 23
0 26 5
0 27 66
0 28 28
0 29 12
0 30 12
0 31 72
0 32 68
0 33 66
0 34 54
0 35 24
0 36 89
0 37 19
0 38 28
0 39 99
0 40 55
0 41 48
0 42 83
0 43 18
0 44 39
0 45 76
0 46 63
0 47 40
0 48 83
0 49 20
0 50 86
0 51 47
0 52 21
0 53 6
0 54 78
0 55 16
0 56 28
0 57 34
0 58 81
0 59 8
0 60 46
0 61 93
0 62 31
0 63 65
0 64 10
0 65 84
0 66 41
0 67 99
0 68 54
0 69 68
0 70 49
0 71 8
0 72 67
0 73 31
0 74 78
0 75 57
0 76 6
0 77 92
0 78 96
0 79 40
0 80 11
0 81 34
0 82 38
0 83 83
0 84 39
0 85 16
0 86 99
0 87 18
0 88 1
0 89 31
0 90 77
0 91 46
0 92 75
0 93 7
0 94 11
0 95 85
0 96 43
0 97 51
0 98 35
0 99 96
0 100 70
0 101 83
0 102 56
0 103 89
0 104 65
0 105 85
0 106 45
0 107 22
0 108 76
0 109 41
0 110 13
0 111 86
0 112 26
0 113 51
0 114 21
0 115 64
0 116 18
0 117 19
0 118 33
0 119 18
0 120 1
0 121 10
0 122 64
0 123 76
0 124 68
0 125 26
0 126 12
0 127 10
0 128 28
0 129 98
0 130 58
0 131 49
0 132 80
0 133 65
0 134 37
0 135 96
0 136 49
0 137 34
0 138 17
0 139 24
0 140 26
0 141 29
0 142 61
0 143 51
0 144 79
0 145 81
0 146 14
0 147 96
0 148 51
0 149 98
1 0 14
1 2 52
1 3 7
1 4 29
1 5 27
1 6 75
1 7 6
1 8 90
1 9 36
1 10 85
1 11 87
1 12 45
1 13 33
1 14 18
1 15 9
1 16 22
1 17 13
1 18 57
1 19 55
1 20 29
1 21 32
1 22 80
1 23 9
1 24 93
1 25 82
1 26 40
1 27 25
1 28 47
1 29 87
1 30 76
1 31 44
1 32 52
1 33 79
1 34 3
1 35 80
1 36 57
1 37 77
1 38 37
1 39 46
1 40 64
1 41 73
1 42 32
1 43 9
1 44 6
1 45 49
1 46 69
1 47 79
1 48 61
1 49 26
1 50 85
1 51 41
1 52 9
1 53 16
1 54 49
1 55 53
1 56 97
1 57 88
1 58 78
1 59 43
1 60 75
1 61 5
1 62 38
1 63 26
1 64 83
1 65 40
1 66 58
1 67 39
1 68 68
1 69 46
1 70 84
1 71 32
1 72 19
1 73 67
1 74 92
1 75 76
1 76 15
1 77 60
1 78 54
1 79 75
1 80 37
1 81 90
1 82 15
1 83 46
1 84 5
1 85 15
1 86 50
1 87 53
1 88 55
1 89 27
1 90 95
1 91 81
1 92 83
1 93 84
1 94 58
1 95 17
1 96 24
1 97 67
1 98 55
1 99 91
1 100 13
1 101 90
1 102 74
1 103 83
1 104 56
1 105 65
1 106 58
1 107 22
1 108 77
1 109 63
1 110 96
1 111 13
1 112 52
1 113 62
1 114 10
1 115 8
1 116 29
1 117 12
1 118 60
1 119 83
1 120 90
1 121 6
1 122 63
1 123 73
1 124 89
1 125 20
1 126 89
1 127 12
1 128 87
1 129 96
1 130 55
1 131 51
1 132 37
1 133 80
1 134 33
1 135 45
1 136 45
1 137 42
1 138 66
1 139 73
1 140 4
1 141 62
1 142 37
1 143 7
1 144 75
1 145 99
1 146 66
1 147 3
1 148 10
1 149 25
2 0 85
2 1 99
2 3 82
2 4 99
2 5 71
2 6 70
2 7 71
2 8 12
2 9 34
2 10 57
2 11 59
2 12 40
2 13 59
2 14 95
2 15 19
2 16 91
2 17 39
2 18 15
2 19 32
2 20 5
2 21 87
2 22 87
2 23 18
2 24 76
2 25 45
2 26 92
2 27 74
2 28 10
2 29 47
2 30 83
2 31 34
2 32 83
2 33 81
2 34 67
2 35 82
2 36 4
2 37 36
2 38 52
2 39 15
2 40 21
2 41 60
2 42 73
2 43 12
2 44 18
2 45 19
2 46 31
2 47 60
2 48 58
2 49 97
2 50 43
2 51 14
2 52 36
2 53 81
2 54 31
2 55 11
2 56 25
2 57 74
2 58 84
2 59 34
2 60 20
2 61 66
2 62 19
2 63 3
2 64 98
2 65 85
2 66 84
2 67 1
2 68 72
2 69 87
2 70 67
2 71 45
2 72 98
2 73 91
2 74 56
2 75 15
2 76 62
2 77 86
2 78 26
2 79 19
2 80 83
2 81 20
2 82 84
2 83 18
2 84 100
2 85 14
2 86 80
2 87 76
2 88 87
2 89 63
2 90 61
2 91 59
2 92 80
2 93 79
2 94 61
2 95 77
2 96 15
2 97 96
2 98 30
2 99 38
2 100 82
2 101 48
2 102 82
2 103 79
2 104 91
2 105 38
2 106 45
2 107 52
2 108 23
2 109 22
2 110 22
2 111 57
2 112 93
2 113 57
2 114 26
2 115 44
2 116 70
2 117 5
2 118 19
2 119 8
2 120 19
2 121 79
2 122 66
2 123 98
2 124 9
2 125 78
2 126 27
2 127 75
2 128 73
2 129 8
2 130 12
2 131 6
2 132 7
2 133 94
2 134 36
2 135 49
2 136 83
2 137 32
2 138 52
2 139 57
2 140 5
2 141 25
2 142 14
2 143 97
2 144 81
2 145 91
2 146 40
2 147 2
2 148 48
2 149 10
3 0 62
3 1 66
3 2 40
3 4 79
3 5 16
3 6 100
3 7 57
3 8 94
3 9 74
3 10 81
3 11 53
3 12 38
3 13 39
3 14 59
3 15 83
3 16 26
3 17 60
3 18 65
3 19 58
3 20 11
3 21 21
3 22 14
3 23 36
3 24 86
3 25 11
3 26 68
3 27 77
3 28 2
3 29 70
3 30 76
3 31 64
3 32 31
3 33 41
3 34 3
3 35 9
3 36 8
3 37 3
3 38 17
3 39 1
3 40 28
3 41 50
3 42 53
3 43 17
3 44 88
3 45 64
3 46 99
3 47 13
3 48 23
3 49 15
3 50 22
3 51 85
3 52 88
3 53 36
3 54 72
3 55 73
3 56 98
3 57 40
3 58 1
3 59 51
3 60 61
3 61 76
3 62 14
3 63 43
3 64 69
3 65 17
3 66 3
3 67 28
3 68 71
3 69 20
3 70 29
3 71 50
3 72 69
3 73 33
3 74 67
3 75 8
3 76 48
3 77 17
3 78 72
3 79 22
3 80 84
3 81 94
3 82 7
3 83 71
3 84 81
3 85 78
3 86 95
3 87 78
3 88 69
3 89 48
3 90 28
3 91 29
3 92 23
3 93 94
3 94 23
3 95 43
3 96 10
3 97 26
3 98 71
3 99 32
3 100 45
3 101 51
3 102 33
3 103 65
3 104 35
3 105 99
3 106 24
3 107 83
3 108 68
3 109 95
3 110 4
3 111 3
3 112 40
3 113 62
3 114 25
3 115 20
3 116 40
3 117 19
3 118 49
3 119 60
3 120 66
3 121 29
3 122 89
3 123 41
3 124 22
3 125 11
3 126 35
3 127 83
3 128 88
3 129 57
3 130 66
3 131 32
3 132 7
3 133 98
3 134 48
3 135 94
3 136 49
3 137 23
3 138 76
3 139 68
3 140 18
3 141 31
3 142 70
3 143 57
3 144 93
3 145 94
3 146 29
3 147 84
3 148 12
3 149 29
4 0 43
4 1 30
4 2 9
4 3 83
4 5 70
4 6 30
4 7 94
4 8 56
4 9 64
4 10 81
4 11 13
4 12 29
4 13 65
4 14 19
4 15 27
4 16 64
4 17 64
4 18 75
4 19 87
4 20 91
4 21 42
4 22 56
4 23 22
4 24 63
4 25 64
4 26 66
4 27 56
4 28 44
4 29 49
4 30 19
4 31 73
4 32 43
4 33 48
4 34 81
4 35 26
4 36 69
4 37 63
4 38 71
4 39 25
4 40 26
4 41 3
4 42 37
4 43 7
4 44 19
4 45 7
4 46 33
4 47 35
4 48 23
4 49 59
4 50 21
4 51 13
4 52 52
4 53 28
4 54 86
4 55 14
4 56 91
4 57 51
4 58 69
4 59 87
4 60 51
4 61 39
4 62 59
4 63 94
4 64 39
4 65 39
4 66 19
4 67 7
4 68 53
4 69 41
4 70 83
4 71 79
4 72 43
4 73 71
4 74 85
4 75 14
4 76 30
4 77 69
4 78 48
4 79 52
4 80 79
4 81 20
4 82 64
4 83 30
4 84 47
4 85 50
4 86 43
4 87 89
4 88 52
4 89 63
4 90 75
4 91 3
4 92 1
4 93 33
4 94 48
4 95 39
4 96 24
4 97 18
4 98 98
4 99 76
4 100 58
4 101 32
4 102 6
4 103 52
4 104 3
4 105 42
4 106 65
4 107 32
4 108 62
4 109 12
4 110 35
4 111 40
4 112 31
4 113 50
4 114 21
4 115 77
4 116 51
4 117 63
4 118 18
4 119 3
4 120 77
4 121 92
4 122 57
4 123 78
4 124 77
4 125 4
4 126 68
4 127 52
4 128 73
4 129 17
4 130 79
4 131 30
4 132 49
4 133 37
4 134 33
4 135 51
4 136 78
4 137 98
4 138 34
4 139 92
4 140 9
4 141 20
4 142 83
4 143 92
4 144 69
4 145 4
4 146 20
4 147 72
4 148 66
4 149 37
5 0 26
5 1 95
5 2 81
5 3 82
5 4 24
5 6 57
5 7 37
5 8 91
5 9 60
5 10 9
5 11 8
5 12 38
5 13 90
5 14 56
5 15 74
5 16 22
5 17 58
5 18 4
5 19 19
5 20 43
5 21 47
5 22 80
5 23 62
5 24 29
5 25 71
5 26 82
5 27 32
5 28 90
5 29 53
5 30 50
5 31 79
5 32 78
5 33 44
5 34 59
5 35 11
5 36 67
5 37 67
5 38 47
5 39 9
5 40 26
5 41 7
5 42 68
5 43 15
5 44 96
5 45 75
5 46 41
5 47 18
5 48 32
5 49 44
5 50 88
5 51 74
5 52 90
5 53 19
5 54 87
5 55 18
5 56 89
5 57 69
5 58 2
5 59 31
5 60 21
5 61 51
5 62 9
5 63 99
5 64 94
5 65 19
5 66 61
5 67 12
5 68 85
5 69 8
5 70 20
5 71 62
5 72 14
5 73 88
5 74 76
5 75 62
5 76 62
5 77 16
5 78 31
5 79 46
5 80 11
5 81 18
5 82 19
5 83 100
5 84 89
5 85 58
5 86 70
5 87 29
5 88 26
5 89 23
5 90 59
5 91 98
5 92 73
5 93 19
5 94 48
5 95 18
5 96 89
5 97 9
5 98 29
5 99 73
5 100 16
5 101 100
5 102 34
5 103 81
5 104 87
5 105 10
5 106 42
5 107 1
5 108 77
5 109 24
5 110 46
5 111 88
5 112 42
5 113 16
5 114 39
5 115 82
5 116 73
5 117 60
5 118 10
5 119 98
5 120 82
5 121 69
5 122 48
5 123 54
5 124 39
5 125 95
5 126 23
5 127 28
5 128 3
5 129 51
5 130 52
5 131 18
5 132 51
5 133 38
5 134 51
5 135 89
5 136 99
5 137 44
5 138 89
5 139 75
5 140 68
5 141 86
5 142 62
5 143 61
5 144 2
5 145 53
5 146 42
5 147 26
5 148 12
5 149 51
6 0 76
6 1 94
6 2 71
6 3 23
6 4 99
6 5 10
6 7 17
6 8 22
6 9 89
6 10 20
6 11 24
6 12 92
6 13 89
6 14 26
6 15 29
6 16 39
6 17 67
6 18 27
6 19 83
6 20 7
6 21 54
6 22 2
6 23 93
6 24 67
6 25 62
6 26 46
6 27 19
6 28 3
6 29 71
6 30 83
6 31 53
6 32 98
