125 15500
0 1 60
0 2 24
0 3 71
0 4 33
0 5 61
0 6 39
0 7 90
0 8 22
0 9 2
0 10 55
0 11 18
0 12 68
0 13 2
0 14 97
0 15 27
0 16 51
0 17 8
0 18 9
0 19 51
0 20 56
0 21 67
0 22 71
0 23 64
0 24 59
0 25 37
0 26 28
0 27 30
0 28 37
0 29 47
0 30 35
0 31 98
0 32 7
0 33 11
0 34 21
0 35 91
0 36 71
0 37 59
0 38 32
0 39 44
0 40 12
0 41 86
0 42 14
0 43 31
0 44 87
0 45 62
0 46 57
0 47 89
0 48 70
0 49 17
0 50 92
0 51 77
0 52 83
0 53 62
0 54 40
0 55 93
0 56 99
0 57 19
0 58 22
0 59 35
0 60 65
0 61 8
0 62 85
0 63 23
0 64 18
0 65 5
0 66 13
0 67 40
0 68 15
0 69 44
0 70 84
0 71 26
0 72 81
0 73 97
0 74 56
0 75 20
0 76 58
0 77 12
0 78 8
0 79 79
0 80 28
0 81 51
0 82 55
0 83 62
0 84 13
0 85 46
0 86 54
0 87 11
0 88 64
0 89 27
0 90 97
0 91 29
0 92 34
0 93 81
0 94 3
0 95 4
0 96 37
0 97 16
0 98 43
0 99 51
0 100 11
0 101 78
0 102 28
0 103 92
0 104 74
0 105 83
0 106 63
0 107 84
0 108 46
0 109 22
0 110 14
0 111 25
0 112 73
0 113 21
0 114 86
0 115 85
0 116 66
0 117 91
0 118 47
0 119 82
0 120 69
0 121 43
0 122 62
0 123 55
0 124 76
1 0 64
1 2 58
1 3 12
1 4 79
1 5 52
1 6 15
1 7 42
1 8 30
1 9 42
1 10 33
1 11 55
1 12 77
1 13 47
1 14 38
1 15 74
1 16 68
1 17 4
1 18 99
1 19 40
1 20 24
1 21 36
1 22 24
1 23 41
1 24 27
1 25 22
1 26 22
1 27 47
1 28 17
1 29 83
1 30 1
1 31 92
1 32 47
1 33 10
1 34 55
1 35 25
1 36 62
1 37 21
1 38 18
1 39 91
1 40 15
1 41 50
1 42 45
1 43 43
1 44 48
1 45 35
1 46 16
1 47 16
1 48 38
1 49 14
1 50 55
1 51 13
1 52 2
1 53 31
1 54 53
1 55 80
1 56 4
1 57 75
1 58 26
1 59 20
1 60 57
1 61 79
1 62 63
1 63 3
1 64 88
1 65 18
1 66 80
1 67 49
1 68 90
1 69 97
1 70 91
1 71 4
1 72 99
1 73 88
1 74 46
1 75 98
1 76 22
1 77 14
1 78 13
1 79 11
1 80 79
1 81 20
1 82 23
1 83 80
1 84 2
1 85 75
1 86 59
1 87 5
1 88 49
1 89 85
1 90 77
1 91 58
1 92 63
1 93 39
1 94 12
1 95 2
1 96 8
1 97 43
1 98 3
1 99 98
1 100 92
1 101 93
1 102 53
1 103 90
1 104 80
1 105 51
1 106 87
1 107 53
1 108 64
1 109 52
1 110 63
1 111 42
1 112 71
1 113 85
1 114 22
1 115 24
1 116 12
1 117 80
1 118 80
1 119 12
1 120 16
1 121 56
1 122 69
1 123 30
1 124 95
2 0 81
2 1 32
2 3 54
2 4 75
2 5 34
2 6 3
2 7 66
2 8 78
2 9 56
2 10 7
2 11 10
2 12 6
2 13 94
2 14 62
2 15 21
2 16 97
2 17 25
2 18 62
2 19 19
2 20 61
2 21 35
2 22 42
2 23 24
2 24 67
2 25 73
2 26 36
2 27 82
2 28 29
2 29 4
2 30 64
2 31 75
2 32 36
2 33 95
2 34 28
2 35 63
2 36 80
2 37 83
2 38 28
2 39 9
2 40 38
2 41 35
2 42 18
2 43 95
2 44 80
2 45 80
2 46 15
2 47 76
2 48 56
2 49 28
2 50 46
2 51 68
2 52 63
2 53 87
2 54 92
2 55 81
2 56 11
2 57 27
2 58 14
2 59 39
2 60 82
2 61 77
2 62 65
2 63 70
2 64 23
2 65 45
2 66 32
2 67 54
2 68 27
2 69 59
2 70 63
2 71 16
2 72 93
2 73 80
2 74 10
2 75 24
2 76 11
2 77 76
2 78 99
2 79 66
2 80 3
2 81 44
2 82 86
2 83 17
2 84 82
2 85 77
2 86 97
2 87 93
2 88 55
2 89 11
2 90 83
2 91 36
2 92 39
2 93 48
2 94 5
2 95 62
2 96 44
2 97 88
2 98 15
2 99 70
2 100 47
2 101 29
2 102 85
2 103 91
2 104 9
2 105 94
2 106 15
2 107 71
2 108 21
2 109 65
2 110 89
2 111 23
2 112 61
2 113 74
2 114 92
2 115 94
2 116 50
2 117 40
2 118 38
2 119 56
2 120 2
2 121 21
2 122 91
2 123 41
2 124 20
3 0 48
3 1 54
3 2 63
3 4 35
3 5 20
3 6 32
3 7 33
3 8 49
3 9 68
3 10 76
3 11 9
3 12 13
3 13 42
3 14 79
3 15 33
3 16 58
3 17 67
3 18 7
3 19 70
3 20 40
3 21 98
3 22 64
3 23 41
3 24 90
3 25 1
3 26 96
3 27 91
3 28 73
3 29 39
3 30 31
3 31 92
3 32 86
3 33 84
3 34 54
3 35 72
3 36 4
3 37 37
3 38 57
3 39 52
3 40 4
3 41 84
3 42 12
3 43 68
3 44 25
3 45 90
3 46 100
3 47 34
3 48 9
3 49 7
3 50 4
3 51 48
3 52 56
3 53 67
3 54 41
3 55 45
3 56 19
3 57 88
3 58 36
3 59 92
3 60 26
3 61 18
3 62 83
3 63 63
3 64 2
3 65 89
3 66 87
3 67 57
3 68 77
3 69 95
3 70 60
3 71 33
3 72 78
3 73 71
3 74 100
3 75 54
3 76 12
3 77 100
3 78 87
3 79 20
3 80 58
3 81 90
3 82 20
3 83 65
3 84 8
3 85 60
3 86 62
3 87 27
3 88 99
3 89 49
3 90 18
3 91 77
3 92 66
3 93 52
3 94 91
3 95 19
3 96 92
3 97 77
3 98 75
3 99 69
3 100 23
3 101 86
3 102 1
3 103 100
3 104 56
3 105 100
3 106 53
3 107 20
3 108 51
3 109 92
3 110 39
3 111 60
3 112 33
3 113 58
3 114 77
3 115 41
3 116 69
3 117 38
3 118 19
