100 2472
0 1 68
0 2 21
0 3 60
0 4 14
0 5 92
0 6 52
0 7 53
0 8 82
0 9 40
0 10 46
0 11 93
0 12 52
0 13 94
0 14 85
0 15 1
0 16 33
0 17 59
0 18 15
0 19 67
0 20 13
0 21 62
0 22 78
0 23 42
0 24 53
1 25 68
1 26 18
1 27 21
1 28 25
1 29 32
1 30 38
1 31 99
1 32 99
1 33 10
1 34 59
1 35 64
1 36 2
1 37 62
1 38 68
1 39 35
1 40 1
1 41 14
1 42 28
1 43 53
1 44 59
1 45 64
1 46 5
1 47 92
1 48 75
1 49 19
2 50 10
2 51 39
2 52 33
2 53 87
2 54 81
2 55 85
2 56 55
2 57 50
2 58 5
2 59 79
2 60 34
2 61 94
2 62 77
2 63 32
2 64 56
2 65 87
2 66 48
2 67 57
2 68 100
2 69 15
2 70 43
2 71 53
2 72 80
2 73 22
2 74 5
3 75 91
3 76 38
3 77 61
3 78 34
3 79 12
3 80 32
3 81 43
3 82 50
3 83 64
3 84 81
3 85 82
3 86 48
3 87 35
3 88 32
3 89 4
3 90 65
3 91 65
3 92 97
3 93 94
3 94 48
3 95 52
3 96 32
3 97 47
3 98 60
3 99 84
4 0 62
4 1 55
4 2 36
4 3 93
4 5 76
4 6 40
4 7 35
4 8 13
4 9 52
4 10 68
4 11 76
4 12 83
4 13 10
4 14 78
4 15 98
4 16 91
4 17 59
4 18 97
4 19 77
4 20 42
4 21 100
4 22 94
4 23 6
4 24 49
5 25 39
5 26 6
5 27 52
5 28 70
5 29 52
5 30 12
5 31 53
5 32 65
5 33 18
5 34 40
5 35 58
5 36 45
5 37 31
5 38 92
5 39 58
5 40 83
5 41 12
5 42 85
5 43 17
5 44 73
5 45 14
5 46 15
5 47 15
5 48 73
5 49 11
6 50 92
6 51 66
6 52 63
6 53 37
6 54 72
6 55 11
6 56 75
6 57 29
6 58 62
6 59 96
6 60 80
6 61 25
6 62 1
6 63 97
6 64 42
6 65 40
6 66 6
6 67 87
6 68 71
6 69 49
6 70 96
6 71 53
6 72 60
6 73 32
6 74 21
7 75 33
7 76 46
7 77 87
7 78 47
7 79 70
7 80 50
7 81 90
7 82 35
7 83 12
7 84 26
7 85 6
7 86 74
7 87 52
7 88 86
