75 5550
0 1 91
0 2 44
0 3 31
0 4 85
0 5 11
0 6 88
0 7 69
0 8 3
0 9 64
0 10 48
0 11 99
0 12 50
0 13 5
0 14 13
0 15 97
0 16 42
0 17 14
0 18 58
0 19 50
0 20 95
0 21 37
0 22 57
0 23 80
0 24 24
0 25 8
0 26 35
0 27 53
0 28 71
0 29 1
0 30 14
0 31 96
0 32 43
0 33 9
0 34 78
0 35 27
0 36 19
0 37 65
0 38 95
0 39 21
0 40 80
0 41 95
0 42 71
0 43 82
0 44 51
0 45 83
0 46 78
0 47 92
0 48 96
0 49 36
0 50 94
0 51 42
0 52 24
0 53 2
0 54 22
0 55 100
0 56 9
0 57 8
0 58 52
0 59 32
0 60 8
0 61 65
0 62 27
0 63 3
0 64 73
0 65 4
0 66 81
0 67 43
0 68 21
0 69 28
0 70 15
0 71 52
0 72 22
0 73 86
0 74 33
1 0 72
1 2 68
1 3 11
1 4 16
1 5 16
1 6 98
1 7 61
1 8 57
1 9 21
1 10 62
1 11 30
1 12 20
1 13 70
1 14 90
1 15 71
1 16 53
1 17 49
1 18 87
1 19 79
1 20 51
1 21 11
1 22 35
1 23 32
1 24 5
1 25 7
1 26 59
1 27 20
1 28 58
1 29 32
1 30 57
1 31 91
1 32 55
1 33 76
1 34 53
1 35 22
1 36 91
1 37 2
1 38 82
1 39 100
1 40 22
1 41 43
1 42 81
1 43 94
1 44 65
1 45 70
1 46 16
1 47 17
1 48 19
1 49 3
1 50 48
1 51 21
1 52 65
1 53 82
1 54 4
1 55 70
1 56 40
1 57 62
1 58 41
1 59 97
1 60 45
1 61 97
1 62 39
1 63 52
1 64 72
1 65 43
1 66 25
1 67 15
1 68 44
1 69 7
1 70 66
1 71 18
1 72 1
1 73 46
1 74 63
2 0 17
2 1 68
2 3 78
2 4 86
2 5 38
2 6 32
2 7 33
2 8 58
2 9 97
2 10 66
2 11 14
2 12 18
2 13 5
2 14 75
2 15 58
2 16 53
2 17 72
2 18 6
2 19 92
2 20 75
2 21 77
2 22 86
2 23 99
2 24 91
2 25 82
2 26 57
2 27 56
2 28 99
2 29 58
2 30 54
2 31 61
2 32 26
2 33 21
2 34 90
2 35 11
2 36 10
2 37 22
2 38 95
2 39 19
2 40 70
2 41 60
2 42 32
2 43 87
2 44 16
2 45 59
2 46 96
2 47 69
2 48 30
2 49 1
2 50 12
2 51 4
2 52 29
2 53 97
2 54 54
2 55 20
2 56 78
2 57 11
2 58 27
2 59 28
2 60 20
2 61 80
2 62 40
2 63 45
2 64 52
2 65 30
2 66 56
2 67 61
2 68 3
2 69 50
2 70 80
2 71 72
2 72 62
2 73 11
2 74 10
3 0 77
3 1 69
3 2 57
3 4 97
3 5 50
3 6 57
3 7 8
3 8 5
3 9 85
3 10 57
3 11 59
3 12 56
3 13 34
3 14 21
3 15 35
3 16 14
3 17 40
3 18 66
3 19 53
3 20 84
3 21 18
3 22 34
3 23 91
3 24 30
3 25 36
3 26 41
3 27 61
3 28 7
3 29 54
3 30 72
3 31 68
3 32 30
3 33 92
3 34 24
3 35 27
3 36 94
3 37 32
3 38 86
3 39 50
3 40 69
3 41 42
3 42 60
3 43 76
3 44 28
3 45 80
3 46 10
3 47 41
3 48 19
3 49 76
3 50 45
3 51 55
3 52 45
3 53 79
3 54 45
3 55 74
3 56 14
3 57 37
3 58 35
3 59 73
3 60 90
3 61 58
3 62 40
3 63 72
3 64 1
3 65 16
3 66 50
3 67 94
3 68 99
3 69 35
3 70 96
3 71 19
3 72 77
3 73 55
3 74 95
4 0 56
4 1 35
4 2 56
4 3 48
4 5 5
4 6 31
4 7 92
4 8 59
4 9 27
4 10 70
4 11 56
4 12 1
4 13 36
4 14 92
4 15 87
4 16 8
4 17 34
4 18 44
4 19 99
4 20 5
4 21 44
4 22 66
4 23 54
4 24 90
4 25 65
4 26 88
4 27 37
4 28 83
4 29 16
4 30 91
4 31 77
4 32 71
4 33 77
4 34 85
4 35 18
4 36 34
4 37 15
4 38 62
4 39 44
4 40 94
4 41 31
4 42 99
4 43 94
4 44 66
4 45 91
4 46 80
4 47 25
4 48 76
4 49 75
4 50 24
4 51 80
4 52 70
4 53 89
4 54 33
4 55 11
4 56 53
4 57 72
4 58 47
4 59 88
4 60 40
4 61 38
4 62 16
4 63 10
4 64 66
4 65 100
4 66 80
4 67 99
4 68 67
4 69 93
4 70 43
4 71 60
4 72 23
4 73 41
4 74 53
5 0 41
5 1 83
5 2 84
5 3 65
5 4 58
5 6 58
5 7 40
5 8 89
5 9 79
5 10 29
5 11 21
5 12 90
5 13 33
5 14 45
5 15 36
5 16 20
5 17 84
5 18 73
5 19 88
5 20 45
5 21 91
5 22 87
5 23 76
5 24 89
5 25 53
5 26 68
5 27 83
5 28 12
5 29 91
5 30 76
5 31 16
5 32 83
5 33 10
5 34 51
5 35 99
5 36 68
5 37 8
5 38 39
5 39 8
5 40 87
5 41 19
5 42 29
5 43 76
5 44 51
5 45 25
5 46 63
5 47 23
5 48 8
5 49 88
5 50 10
5 51 52
5 52 78
5 53 48
5 54 80
5 55 18
5 56 1
5 57 47
5 58 1
5 59 64
5 60 89
5 61 76
5 62 80
5 63 71
5 64 85
5 65 30
5 66 70
5 67 4
5 68 90
5 69 8
5 70 12
5 71 28
5 72 78
5 73 92
5 74 55
6 0 28
6 1 68
6 2 17
6 3 2
6 4 75
6 5 56
6 7 63
6 8 78
6 9 33
6 10 11
6 11 57
6 12 51
6 13 63
6 14 56
6 15 3
6 16 26
6 17 44
6 18 30
6 19 57
6 20 15
6 21 66
6 22 39
6 23 84
6 24 22
6 25 80
6 26 43
6 27 33
6 28 59
6 29 20
6 30 76
6 31 65
6 32 99
6 33 43
6 34 81
6 35 53
6 36 69
6 37 89
6 38 15
6 39 98
6 40 21
6 41 77
6 42 7
6 43 23
6 44 39
6 45 62
6 46 25
6 47 17
6 48 5
6 49 54
6 50 25
6 51 19
6 52 72
6 53 63
6 54 54
6 55 93
6 56 94
6 57 48
6 58 77
6 59 52
6 60 19
6 61 52
6 62 16
6 63 70
6 64 46
6 65 49
6 66 22
6 67 66
6 68 37
6 69 88
6 70 15
6 71 57
6 72 65
6 73 21
6 74 32
7 0 55
7 1 34
7 2 56
7 3 71
7 4 39
7 5 62
7 6 48
7 8 9
7 9 33
7 10 10
7 11 15
7 12 77
7 13 4
7 14 14
7 15 53
7 16 7
7 17 33
7 18 56
7 19 23
7 20 54
7 21 53
7 22 71
7 23 75
7 24 70
7 25 59
7 26 14
7 27 84
7 28 15
7 29 78
7 30 57
7 31 98
7 32 85
7 33 90
7 34 54
7 35 7
7 36 28
7 37 67
7 38 54
7 39 89
7 40 51
7 41 16
7 42 3
7 43 27
7 44 19
7 45 16
7 46 31
7 47 77
7 48 100
7 49 86
7 50 99
7 51 53
7 52 38
7 53 21
7 54 79
7 55 7
7 56 79
7 57 93
7 58 42
7 59 46
7 60 22
7 61 98
7 62 43
7 63 6
7 64 88
7 65 48
7 66 13
