10 90
0 1 6
0 2 4
0 3 80
0 4 65
0 5 73
0 6 67
0 7 37
0 8 70
0 9 96
1 0 76
1 2 41
1 3 45
1 4 94
1 5 46
1 6 99
1 7 36
1 8 77
1 9 14
2 0 2
2 1 2
2 3 89
2 4 14
2 5 51
2 6 92
2 7 23
2 8 94
2 9 3
3 0 5
3 1 53
3 2 55
3 4 11
3 5 10
3 6 10
3 7 90
3 8 26
3 9 82
4 0 9
4 1 15
4 2 3
4 3 4
4 5 42
4 6 43
4 7 100
4 8 35
4 9 89
5 0 99
5 1 22
5 2 17
5 3 64
5 4 24
5 6 71
5 7 52
5 8 89
5 9 21
6 0 96
6 1 11
6 2 67
6 3 50
6 4 15
6 5 71
6 7 4
6 8 25
6 9 32
7 0 65
7 1 67
7 2 57
7 3 98
7 4 75
7 5 23
7 6 100
7 8 30
7 9 64
8 0 43
8 1 29
8 2 51
8 3 83
8 4 79
8 5 72
8 6 99
8 7 43
8 9 47
9 0 21
9 1 46
9 2 36
9 3 94
9 4 93
9 5 46
9 6 60
9 7 42
9 8 13
9
