50 1224
0 1 50
0 2 33
0 3 40
0 4 54
0 5 25
0 6 26
0 7 94
0 8 100
0 9 76
0 10 47
0 11 68
0 12 38
0 13 48
0 14 43
0 15 90
0 16 68
0 17 17
0 18 78
0 19 88
0 20 27
0 21 22
0 22 80
0 23 80
0 24 51
1 25 97
1 26 78
1 27 83
1 28 20
1 29 16
1 30 3
1 31 94
1 32 65
1 33 35
1 34 33
1 35 71
1 36 11
1 37 59
1 38 64
1 39 10
1 40 86
1 41 62
1 42 29
1 43 75
1 44 10
1 45 24
1 46 17
1 47 77
1 48 40
1 49 94
2 0 16
2 1 19
2 3 67
2 4 95
2 5 98
2 6 69
2 7 44
2 8 27
2 9 52
2 10 63
2 11 43
2 12 54
2 13 8
2 14 7
2 15 40
2 16 92
2 17 77
2 18 50
2 19 2
2 20 93
2 21 12
2 22 88
2 23 6
2 24 40
3 25 14
3 26 15
3 27 63
3 28 82
3 29 43
3 30 3
3 31 27
3 32 59
3 33 73
3 34 94
3 35 5
3 36 22
3 37 62
3 38 48
3 39 48
3 40 65
3 41 62
3 42 90
3 43 70
3 44 69
3 45 49
3 46 9
3 47 61
3 48 77
3 49 11
4 0 62
4 1 21
4 2 22
4 3 1
4 5 27
4 6 13
4 7 67
4 8 41
4 9 76
4 10 48
4 11 84
4 12 30
4 13 75
4 14 94
4 15 2
4 16 20
4 17 98
4 18 23
4 19 33
4 20 46
4 21 22
4 22 98
4 23 7
4 24 12
5 25 67
5 26 28
5 27 60
5 28 28
5 29 88
5 30 88
5 31 38
5 32 1
5 33 9
5 34 11
5 35 54
5 36 35
5 37 23
5 38 20
5 39 27
5 40 50
5 41 19
5 42 62
5 43 31
5 44 45
5 45 55
5 46 32
5 47 64
5 48 53
5 49 6
6 0 97
6 1 50
6 2 28
6 3 46
6 4 8
6 5 91
6 7 12
6 8 35
6 9 2
6 10 91
6 11 74
6 12 89
6 13 28
6 14 75
6 15 97
6 16 90
6 17 28
6 18 83
6 19 13
6 20 99
6 21 10
6 22 14
6 23 17
6 24 71
7 25 45
7 26 62
7 27 78
7 28 28
7 29 77
7 30 30
7 31 86
7 32 25
7 33 31
7 34 65
7 35 70
7 36 38
7 37 55
7 38 82
7 39 73
7 40 8
7 41 24
7 42 98
7 43 96
7 44 52
7 45 72
7 46 45
7 47 93
7 48 51
7 49 27
8 0 5
8 1 1
8 2 88
8 3 71
8 4 70
8 5 11
8 6 15
8 7 83
8 9 88
8 10 94
8 11 59
8 12 17
8 13 79
8 14 84
8 15 99
8 16 43
8 17 53
8 18 36
8 19 49
8 20 86
8 21 8
8 22 56
8 23 10
8 24 6
9 25 4
9 26 13
9 27 29
9 28 100
9 29 5
9 30 32
9 31 26
9 32 62
9 33 84
9 34 66
9 35 84
9 36 53
9 37 76
9 38 98
9 39 35
9 40 63
9 41 91
9 42 46
9 43 31
9 44 22
9 45 29
9 46 29
9 47 16
9 48 33
9 49 64
10 0 65
10 1 71
10 2 24
10 3 72
10 4 80
10 5 81
10 6 27
10 7 44
10 8 61
10 9 26
10 11 100
10 12 44
10 13 52
10 14 13
10 15 28
10 16 69
10 17 96
10 18 32
10 19 44
10 20 93
10 21 67
10 22 6
10 23 36
10 24 64
11 25 36
11 26 57
11 27 92
11 28 64
11 29 72
11 30 76
11 31 79
11 32 88
11 33 46
11 34 2
11 35 12
11 36 77
11 37 82
11 38 38
11 39 20
11 40 95
11 41 64
11 42 72
11 43 38
11 44 67
11 45 84
11 46 65
11 47 35
11 48 80
11 49 97
12 0 78
12 1 24
12 2 15
12 3 83
12 4 59
12 5 78
12 6 70
12 7 67
12 8 21
12 9 85
12 10 91
12 11 48
12 13 63
12 14 30
12 15 94
12 16 17
12 17 41
12 18 22
12 19 98
12 20 79
12 21 42
12 22 44
12 23 42
12 24 65
13 25 82
13 26 60
13 27 48
13 28 98
13 29 94
13 30 27
13 31 94
13 32 23
13 33 51
13 34 60
13 35 57
13 36 61
13 37 89
13 38 26
13 39 80
13 40 61
13 41 62
13 42 70
13 43 9
13 44 24
13 45 99
13 46 54
13 47 40
13 48 40
13 49 75
14 0 90
14 1 70
14 2 68
14 3 33
14 4 63
14 5 32
14 6 66
14 7 22
14 8 80
14 9 64
14 10 67
14 11 58
14 12 9
14 13 89
14 15 60
14 16 69
14 17 97
14 18 73
14 19 9
14 20 22
14 21 52
14 22 70
14 23 83
14 24 21
15 25 30
15 26 58
15 27 71
15 28 83
15 29 50
15 30 10
15 31 57
15 32 39
15 33 31
15 34 25
15 35 23
15 36 93
15 37 56
15 38 89
15 39 14
15 40 87
15 41 52
15 42 80
15 43 97
15 44 60
15 45 20
15 46 56
15 47 80
15 48 16
15 49 80
16 0 41
16 1 89
16 2 31
16 3 10
16 4 23
16 5 51
16 6 91
16 7 33
16 8 74
16 9 73
16 10 82
16 11 35
16 12 29
16 13 72
16 14 66
16 15 5
16 17 94
16 18 58
16 19 13
16 20 82
16 21 72
16 22 51
16 23 85
16 24 3
17 25 47
17 26 97
17 27 75
17 28 55
17 29 28
17 30 42
17 31 34
17 32 68
17 33 31
17 34 17
17 35 29
17 36 5
17 37 19
17 38 19
17 39 37
17 40 92
17 41 91
17 42 70
17 43 27
17 44 72
17 45 41
17 46 92
17 47 28
17 48 35
17 49 49
18 0 40
18 1 68
18 2 72
18 3 43
18 4 5
18 5 27
18 6 41
18 7 1
18 8 53
18 9 95
18 10 80
18 11 94
18 12 81
18 13 48
18 14 76
18 15 97
18 16 76
18 17 81
18 19 67
18 20 95
18 21 69
18 22 59
18 23 85
18 24 39
19 25 85
19 26 8
19 27 31
19 28 28
19 29 36
19 30 17
19 31 28
19 32 27
19 33 37
19 34 100
19 35 69
19 36 41
19 37 78
19 38 10
19 39 93
19 40 30
19 41 56
19 42 72
19 43 23
19 44 88
19 45 19
19 46 51
19 47 36
19 48 95
19 49 31
20 0 3
20 1 41
20 2 51
20 3 13
20 4 77
20 5 41
20 6 97
20 7 85
20 8 24
20 9 76
20 10 72
20 11 40
20 12 3
20 13 50
20 14 76
20 15 54
20 16 71
20 17 16
20 18 31
20 19 80
20 21 60
20 22 12
20 23 87
20 24 84
21 25 87
21 26 27
21 27 2
21 28 37
21 29 62
21 30 48
21 31 19
21 32 16
21 33 40
21 34 69
21 35 28
21 36 17
21 37 62
21 38 76
21 39 53
21 40 85
21 41 51
21 42 24
21 43 76
21 44 54
21 45 73
21 46 52
21 47 59
21 48 43
21 49 19
22 0 90
22 1 74
22 2 79
22 3 53
22 4 13
22 5 62
22 6 39
22 7 91
22 8 15
22 9 75
22 10 4
22 11 15
22 12 93
22 13 20
22 14 54
22 15 14
22 16 99
22 17 22
22 18 27
22 19 75
22 20 74
22 21 11
22 23 77
22 24 97
23 25 86
23 26 82
23 27 22
23 28 89
23 29 41
23 30 16
23 31 8
23 32 82
23 33 42
23 34 38
23 35 34
23 36 6
23 37 51
23 38 73
23 39 96
23 40 17
23 41 47
23 42 99
23 43 83
23 44 92
23 45 70
23 46 37
23 47 5
23 48 21
23 49 10
24 0 31
24 1 95
24 2 84
24 3 93
24 4 23
24 5 32
24 6 30
24 7 5
24 8 5
24 9 71
24 10 45
24 11 21
24 12 78
24 13 78
24 14 14
24 15 67
24 16 11
24 17 71
24 18 69
24 19 83
24 20 66
24 21 85
24 22 82
24 23 16
25 26 68
25 27 73
25 28 38
25 29 56
25 30 77
25 31 58
25 32 65
25 33 59
25 34 4
25 35 100
25 36 3
25 37 26
25 38 32
25 39 84
25 40 82
25 41 36
25 42 54
25 43 78
25 44 8
25 45 83
25 46 55
25 47 73
25 48 49
25 49 66
26 0 43
26 1 17
26 2 48
26 3 60
26 4 54
26 5 29
26 6 76
26 7 73
26 8 53
26 9 13
26 10 28
26 11 81
26 12 22
26 13 44
26 14 91
26 15 25
26 16 96
26 17 93
26 18 50
26 19 27
26 20 77
26 21 84
26 22 62
26 23 82
26 24 61
27 25 22
27 26 65
27 28 16
27 29 94
27 30 65
27 31 81
27 32 37
27 33 82
27 34 80
27 35 96
27 36 87
27 37 61
27 38 23
27 39 59
27 40 65
27 41 87
27 42 38
27 43 46
27 44 8
27 45 33
27 46 36
27 47 32
27 48 28
27 49 29
28 0 34
28 1 54
28 2 57
28 3 17
28 4 68
28 5 90
28 6 29
28 7 41
28 8 54
28 9 44
28 10 34
28 11 19
28 12 76
28 13 22
28 14 52
28 15 8
28 16 18
28 17 90
28 18 20
28 19 40
28 20 48
28 21 84
28 22 79
28 23 37
28 24 29
29 25 86
29 26 69
29 27 65
29 28 70
29 30 97
29 31 45
29 32 3
29 33 2
29 34 53
29 35 71
29 36 21
29 37 42
29 38 99
29 39 61
29 40 48
29 41 95
29 42 95
29 43 18
29 44 70
29 45 16
29 46 21
29 47 29
29 48 85
29 49 10
30 0 48
30 1 77
30 2 9
30 3 32
30 4 55
30 5 45
30 6 60
30 7 40
30 8 13
30 9 76
30 10 9
30 11 61
30 12 72
30 13 63
30 14 15
30 15 24
30 16 85
30 17 35
30 18 18
30 19 84
30 20 96
30 21 65
30 22 30
30 23 42
30 24 82
31 25 99
31 26 57
31 27 2
31 28 28
31 29 94
31 30 63
31 32 27
31 33 70
31 34 71
31 35 58
31 36 24
31 37 15
31 38 70
31 39 15
31 40 79
31 41 45
31 42 24
31 43 92
31 44 17
31 45 38
31 46 6
